"logFC","logCPM","LR","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
0.872860893077571,2.08044576606566,2.63442263884505,0.10457006884156,0.214558941627676,"67736","Yju2b","YJU2 splicing factor homolog B"
0.980098194739174,1.28721038192556,2.63436318266982,0.104573983695893,0.214558941627676,"106338","Nsun3","NOL1/NOP2/Sun domain family member 3"
-0.650323761593406,5.6003091554513,2.63430524846654,0.104577798491394,0.214558941627676,"66432","Slc7a6os","solute carrier family 7, member 6 opposite strand"
0.770285253184173,3.97849467122634,2.63218411058483,0.104717574162464,0.214817827370663,"433931","Pigg","phosphatidylinositol glycan anchor biosynthesis, class G"
1.16159371120756,1.06906243624753,2.63117608585313,0.104784071252858,0.214926341606771,"100041655","Gm10863","predicted gene 10863"
-0.782793798190141,3.81396541185537,2.63087411844493,0.104804000358098,0.214939322821097,"100861900",NA,NA
0.737938358605523,3.94926222423545,2.62934340465909,0.104905087604739,0.215113857837027,"114604","Prdm15","PR domain containing 15"
0.690407372736928,4.23524998169348,2.62907804462006,0.104922622655871,0.215113857837027,"66407","Mrps15","mitochondrial ribosomal protein S15"
0.700636866269661,6.5166921418638,2.62890919840773,0.104933781723541,0.215113857837027,"26396","Map2k2","mitogen-activated protein kinase kinase 2"
0.728041516584319,6.74377830791809,2.62876143161177,0.104943548717001,0.215113857837027,"76308","Rab1b","RAB1B, member RAS oncogene family"
0.66587346907687,5.24098057955701,2.62705703036292,0.105056277162759,0.215317002240987,"64934","Pes1","pescadillo ribosomal biogenesis factor 1"
-0.720440593168819,7.17671831245976,2.62559514641083,0.105153071332257,0.215487440266467,"207165","Bptf","bromodomain PHD finger transcription factor"
1.93761633631421,-0.498796818323463,2.62362838191352,0.105283448855228,0.215726646662521,"18190","Nrxn2","neurexin II"
0.651101791902713,5.13463218806487,2.62050611061561,0.105490789392066,0.216123468440784,"68991","Ssu72","Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)"
0.643097442649235,5.23312086749256,2.61996719239368,0.1055266225859,0.216144304622376,"56530","Cnpy2","canopy FGF signaling regulator 2"
-0.973711259504065,0.317258327285301,2.61994177811712,0.105528312735146,0.216144304622376,"327954","Dnah2","dynein, axonemal, heavy chain 2"
0.727227622983225,4.65482442785041,2.61913232840036,0.105582159849074,0.216226571757777,"208043","Setd1b","SET domain containing 1B"
0.885254803325914,1.71701896014125,2.61887624434241,0.105599201628902,0.216227998671103,"216767","Mrpl22","mitochondrial ribosomal protein L22"
0.734345137486124,6.30397670411157,2.61871069256173,0.105610220307659,0.216227998671103,"74256","Cyld","CYLD lysine 63 deubiquitinase"
0.858881455211924,1.95101260374948,2.61815455562983,0.105647244507713,0.216275783963717,"78914","Nadsyn1","NAD synthetase 1"
0.682958152057834,4.63066410684343,2.61727615780885,0.105705751860099,0.216367530423131,"53598","Dctn3","dynactin 3"
-0.671131414620182,6.25424864634809,2.61641481544898,0.105763157698163,0.216456998738897,"97387","Strn4","striatin, calmodulin binding protein 4"
0.726288535149917,4.17438906917401,2.61467379907637,0.105879295521101,0.216647119934046,"227715","Exosc2","exosome component 2"
0.78801075972298,3.27522632204802,2.61461126388151,0.10588346965139,0.216647119934046,"27756","Lsm2","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
0.731418111961726,6.1510282060541,2.61367971394136,0.105945670578683,0.216746327226602,"13636","Efna1","ephrin A1"
2.63401361264969,1.83595405206089,2.61346256428802,0.105960175730609,0.216747944246252,"320924","Ccbe1","collagen and calcium binding EGF domains 1"
0.683443099944617,4.81113228840377,2.61151124231067,0.106090617792693,0.216967632491809,"15547","Trmt2a","TRM2 tRNA methyltransferase 2A"
0.789678595594016,3.48260351062394,2.61144527553813,0.106095030618622,0.216967632491809,"330938","Dixdc1","DIX domain containing 1"
-2.12825589338082,-0.803117147153379,2.61077434138125,0.106139923978897,0.217031357040043,"26549","Itgb1bp2","integrin beta 1 binding protein 2"
1.06315958498528,-0.91349761731498,2.61054302453451,0.106155406616616,0.217034934821345,"77428","9430083A17Rik","RIKEN cDNA 9430083A17 gene"
-0.678370944090864,4.53926634118466,2.61002562822089,0.106190046263104,0.217077673152514,"238074","Gm4928","predicted gene 4928"
0.84958099650179,2.0858589414698,2.60746786101433,0.106361470817046,0.217399985099923,"66994","Cep19","centrosomal protein 19"
0.676874476197585,4.63896486523007,2.60693046862344,0.106397526055498,0.217445558228513,"20623","Snrk","SNF related kinase"
-0.700212726501346,4.89763212277702,2.60504653497649,0.106524030633797,0.217670535797309,"17428","Mnt","max binding protein"
-0.656441243138078,5.64894689151583,2.60488098141239,0.10653515530196,0.217670535797309,"71452","Ankrd40","ankyrin repeat domain 40"
1.13824203380173,-1.18633479704524,2.6045899576545,0.106554714253847,0.217682355748164,"100532730","C230037L18Rik","RIKEN cDNA C230037L18 gene"
2.07879766462671,6.6019480552573,2.60413328205991,0.106585414176925,0.217716929772797,"100705","Acacb","acetyl-Coenzyme A carboxylase beta"
0.745352593952525,9.33138995483429,2.60386405787057,0.106603517263937,0.217725767231747,"213742","Xist","inactive X specific transcripts"
0.66522374975384,5.29481766174468,2.60316862551508,0.106650294915971,0.217793159433003,"667090","Gm8451","predicted gene 8451"
-0.765817898726288,3.25539758256517,2.60271025985778,0.106681138794804,0.217820214462588,"110012","Tpgs1","tubulin polyglutamylase complex subunit 1"
-0.679549023030765,6.23546766583198,2.60256213151347,0.106691108589907,0.217820214462588,"15902","Id2","inhibitor of DNA binding 2"
0.963091518735153,9.61902343296614,2.60229437440665,0.106709132606385,0.217828872605439,"12660","Chka","choline kinase alpha"
-0.692505350701411,6.98280183097191,2.60128139438677,0.106777351386848,0.217934563806268,"170644","Ubn1","ubinuclein 1"
0.787546610178201,2.88164443660985,2.60111609644403,0.1067884878585,0.217934563806268,"67676","Rpp21","ribonuclease P 21 subunit"
0.693516477536073,5.92834669245425,2.59798476717107,0.106999693042834,0.21833739817288,"100862257",NA,NA
-0.786877200699898,3.53032170428566,2.59633204199221,0.107111352557409,0.218537027603576,"66822","Fbxo25","F-box protein 25"
-0.810279422153644,2.59675856603141,2.59598844519517,0.107134582299725,0.218556207391874,"72371","2210408I21Rik","RIKEN cDNA 2210408I21 gene"
0.938787652192288,1.6909116630586,2.595336386524,0.107178681600985,0.218617950957919,"72341","Elp6","elongator acetyltransferase complex subunit 6"
-0.732111519677513,7.85595566883428,2.59497822860203,0.107202912612025,0.218639157429403,"59008","Anapc5","anaphase-promoting complex subunit 5"
-0.882843115120415,3.97171098188158,2.59423382286135,0.107253294279132,0.218703559016498,"214345","Lrrc1","leucine rich repeat containing 1"
-0.796947544690541,8.00991618509757,2.59377622747337,0.107284277407457,0.218703559016498,"20788","Srebf2","sterol regulatory element binding factor 2"
-0.693001862063969,5.11428548501904,2.59376205655958,0.107285237056534,0.218703559016498,"72662","Dis3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
0.730431205989594,5.24138390684928,2.59369403025942,0.107289843903753,0.218703559016498,"15051",NA,NA
-1.67950722894203,-1.69921220906531,2.59296177288546,0.107339447265412,0.218776454034378,"14727","Lilrb4b","leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
0.690346915961218,5.47255614731334,2.59201604317596,0.107403548565828,0.218858091035974,"21981","Ppp1r13b","protein phosphatase 1, regulatory subunit 13B"
1.34815468254573,-0.557032583158706,2.59196222216217,0.107407197802772,0.218858091035974,"100504566","Gm20290","predicted gene, 20290"
-0.895514302000599,3.10539257769933,2.59065458216991,0.107495901813292,0.219010601038709,"434484","Sp140","Sp140 nuclear body protein"
0.969392805744439,3.20777302678898,2.59021528976619,0.107525719340056,0.219043112715938,"12544","Cdc45","cell division cycle 45"
0.715062714616232,6.14168508185825,2.58975646251631,0.107556872512982,0.21907833653759,"104458","Rars1","arginyl-tRNA synthetase 1"
0.77673590102803,5.98133884087545,2.58902324304307,0.107606676771499,0.219151536043398,"22272","Uqcrq","ubiquinol-cytochrome c reductase, complex III subunit VII"
-0.795293059871475,3.80570871077279,2.58716144075229,0.107733254315792,0.219361029081665,"240660","Slc35g1","solute carrier family 35, member G1"
0.793605666035942,2.89672977387485,2.58710195601448,0.107737301172607,0.219361029081665,"213350","Gatd1","glutamine amidotransferase like class 1 domain containing 1"
0.748439647823126,3.60477196260633,2.58540079432142,0.107853105015573,0.219568526557532,"68276","Toe1","target of EGR1, member 1 (nuclear)"
0.90421195612068,1.66124042069769,2.58488440901947,0.107888284146396,0.219611855055337,"73254","Ccdc18","coiled-coil domain containing 18"
0.709286184678524,6.64047923244794,2.58421222217501,0.107934096248017,0.219676813535565,"14208","Ppm1g","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
-1.19332011452511,-1.47238543796421,2.58266714882822,0.10803947989583,0.219862984840807,"13380","Dkk1","dickkopf WNT signaling pathway inhibitor 1"
0.858940617736288,6.00551515991196,2.58120034913128,0.108139629344304,0.220030730370116,"192212","Prom2","prominin 2"
0.711332690727067,4.46609289734474,2.58105214415383,0.108149754082198,0.220030730370116,"67015","Ccdc91","coiled-coil domain containing 91"
0.671686689005546,4.6978028131699,2.57967885720991,0.108243620774307,0.220173366966837,"66352","Blzf1","basic leucine zipper nuclear factor 1"
1.08362552673781,0.767264677882073,2.57961882720088,0.108247725976482,0.220173366966837,"20300","Ccl25","C-C motif chemokine ligand 25"
1.13476586137412,-0.539293736664406,2.57715239105077,0.108416543198268,0.220488360404764,"319153","H3c11","H3 clustered histone 11"
0.897493417925538,3.50501850028113,2.57511736856912,0.108556049696824,0.220721251404609,"56150","Mad2l1","MAD2 mitotic arrest deficient-like 1"
0.734200823627549,3.6575391233667,2.57507449992173,0.108558990582639,0.220721251404609,"74168","Zdhhc16","zinc finger, DHHC domain containing 16"
0.689266464657558,4.1894492932675,2.57407898647932,0.108627309668578,0.220827845571035,"56424","Stub1","STIP1 homology and U-Box containing protein 1"
0.76548192911829,3.89788566216158,2.57390341644954,0.108639363408934,0.220827845571035,"74153","Uba7","ubiquitin-like modifier activating enzyme 7"
0.804090813922935,2.65582264270263,2.57335343701465,0.108677131695685,0.220876207474101,"51812","Mcrs1","microspherule protein 1"
0.820679761702573,2.21984832384395,2.57177393323328,0.108785679885942,0.221041361422207,"667253",NA,NA
0.749393327161639,3.95195265032478,2.57164650650046,0.108794442220275,0.221041361422207,"14302","Frk","fyn-related kinase"
0.756821812149595,3.43253525297069,2.57156058107317,0.108800351208767,0.221041361422207,"75565","Sgf29","SAGA complex associated factor 29"
1.43761183132043,-0.115055849183098,2.57105213312887,0.108835323780638,0.221083991906068,"70727","Rasgef1a","RasGEF domain family, member 1A"
-0.794854538246532,7.3544814193338,2.57075274177752,0.108855922591418,0.221097416866055,"108100","Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2"
-0.705358357913006,6.87808552111663,2.57024319420305,0.108890990481208,0.221140222766,"67869","Paip2","polyadenylate-binding protein-interacting protein 2"
-0.689539719710966,6.86211424542613,2.56946832136536,0.108944342277726,0.221200630693863,"56453","Mbtps1","membrane-bound transcription factor peptidase, site 1"
0.792374982027951,4.65303279111424,2.56940463136015,0.108948728759873,0.221200630693863,"59028","Rcl1","RNA terminal phosphate cyclase-like 1"
-1.01962983297712,-0.248976021264327,2.56799261902896,0.109046027267591,0.221369738591779,"20958","Sycp1-ps1","synaptonemal complex protein 1, pseudogene 1"
0.630139293066867,5.74142368177206,2.56678904697275,0.109129038019468,0.221509801805763,"68018","Cert1","ceramide transporter 1"
1.42448873283783,2.37533962012805,2.56603263341693,0.109181243638681,0.221587308907887,"103655","Sec14l4","SEC14-like lipid binding 4"
0.707556930723958,3.94053306756773,2.5650380846045,0.109249926479816,0.221698232933617,"57784","Bin3","bridging integrator 3"
-0.874143430011028,2.44994537882192,2.56476352724326,0.109268895580359,0.221708258537938,"67775","Rtp4","receptor transporter protein 4"
0.868320224009973,2.07932864093723,2.5643011471974,0.10930084948542,0.221735995245003,"103220","Ttc41","tetratricopeptide repeat domain 41"
-0.6942347913425,4.17849391133882,2.56401207008735,0.109320832084028,0.221735995245003,"66213","Med7","mediator complex subunit 7"
0.784546898404606,6.58069602587256,2.56395674769911,0.10932465672925,0.221735995245003,"74840","Manf","mesencephalic astrocyte-derived neurotrophic factor"
0.783299622652636,2.91517758352522,2.56367615622637,0.109344057339961,0.221746885949023,"69870","Polr3gl","polymerase (RNA) III (DNA directed) polypeptide G like"
-0.625921148951488,5.45350091228705,2.56344828900402,0.10935981528312,0.221750387571777,"73699","Ppp2r1b","protein phosphatase 2, regulatory subunit A, beta"
0.700601134974197,3.98834819540795,2.56264037282753,0.109415706081379,0.221835255793471,"234959","Med17","mediator complex subunit 17"
2.53192327559857,-2.47552610987298,2.55913607986024,0.109658493105973,0.222298977045509,"52793","Fam3b","FAM3 metabolism regulating signaling molecule B"
-0.725470450611516,4.61275369445964,2.55867464031463,0.109690507001858,0.222335356246937,"76800","Usp42","ubiquitin specific peptidase 42"
-0.914996424307788,0.427508549256717,2.55790935467177,0.109743623878834,0.222414494970645,"100302529","Snord72","small nucleolar RNA, C/D box 72"
0.784249708112841,3.4857495513028,2.55628063074654,0.109856764358417,0.222610987677234,"70316","Ndufab1","NADH:ubiquinone oxidoreductase subunit AB1"
0.744391352928701,8.31115444573622,2.5561082176275,0.109868748663783,0.222610987677234,"19951","Rpl32","ribosomal protein L32"
0.871515920762741,1.90288104811479,2.55563490473934,0.109901655674136,0.222649117584161,"68865","Arv1","ARV1 homolog, fatty acid homeostasis modulator"
0.853948850464797,2.29503264097909,2.5549346529752,0.109950360454458,0.222719238223821,"72000","Lmntd2","lamin tail domain containing 2"
0.732882022453791,4.91184421801461,2.55453494549827,0.109978172044229,0.222747024347942,"70239","Gtf3c5","general transcription factor IIIC, polypeptide 5"
0.641849110349486,5.91214346516972,2.55267479081771,0.110107703146085,0.222980797093891,"56700","Glmp","glycosylated lysosomal membrane protein"
0.643762611009484,6.03697840868368,2.5520848863925,0.110148815924818,0.223029341657855,"26894","Cops7a","COP9 signalosome subunit 7A"
-1.08207199191012,0.848011195641549,2.55192590548972,0.110159898821894,0.223029341657855,"12794","Cnih2","cornichon family AMPA receptor auxiliary protein 2"
-1.28053826915564,2.37344555395721,2.55166482574629,0.110178101906954,0.223037622971372,"16918","Mycl","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived"
1.20414357526075,0.90793458062236,2.55067691331651,0.110247011397043,0.223148535875879,"233826","Palb2","partner and localizer of BRCA2"
-1.23044518712653,1.60181563968898,2.5489801957981,0.110365472538565,0.223359703931295,"320159","Togaram2","TOG array regulator of axonemal microtubules 2"
-2.00485244340008,-0.482359749316461,2.54845507433962,0.110402163743133,0.223405351574453,"20287","Sct","secretin"
1.24762843850469,5.96529362461308,2.54775663391152,0.110450985853929,0.223475531997886,"13032","Ctsc","cathepsin C"
0.741846414624168,7.45784486000805,2.54754278297105,0.110465939127151,0.223477176390873,"67003","Uqcrc2","ubiquinol cytochrome c reductase core protein 2"
0.676323793951909,5.31178938189012,2.54535760889182,0.110618862520737,0.223757903913698,"22642","Zbtb17","zinc finger and BTB domain containing 17"
-0.639729899190303,5.98671119134081,2.54464416198224,0.110668841553,0.223830352176044,"18706","Pik3ca","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
0.836954099939557,3.08692165697003,2.54372427129578,0.110733319237983,0.223932102013703,"208624","Alg3","ALG3 alpha-1,3- mannosyltransferase"
-0.863739754177072,1.34052793372543,2.54293140029642,0.110788926922381,0.224011164584403,"93885","Pcdhb14","protocadherin beta 14"
-0.894319367880136,1.34299994889928,2.54276268084978,0.110800763955725,0.224011164584403,"244646","Pkd1l3","polycystic kidney disease 1 like 3"
0.64917324981214,5.71459889314251,2.5419279329362,0.110859348745747,0.224100939828318,"51869","Rif1","replication timing regulatory factor 1"
0.68592067911702,4.6263833418052,2.54089163732521,0.110932126100086,0.224219378550424,"233824","Cog7","component of oligomeric golgi complex 7"
0.816521936063511,2.53322975178384,2.540273816213,0.110975539681508,0.224260126235588,"67892","Coa6","cytochrome c oxidase assembly factor 6"
-0.806269322241703,2.90914237772472,2.54001792338514,0.110993526451638,0.224260126235588,"101185","Pot1a","protection of telomeres 1A"
1.48725218059746,1.38175803252356,2.53999900720549,0.110994856201896,0.224260126235588,"434175","Ccnb1-ps","cyclin B1, pseudogene"
0.875316304874362,1.93405546385646,2.53937077574888,0.111039028934219,0.2243206970825,"109242","Kif24","kinesin family member 24"
-0.68577550820042,6.82115890320913,2.53850381287534,0.111100019316773,0.224415223067776,"67533","Ppfibp1","PTPRF interacting protein, binding protein 1 (liprin beta 1)"
-1.03663642476889,0.210778920648346,2.53802589848907,0.111133656102875,0.224454479367392,"666945","Gm10638","predicted gene 10638"
1.91817632326997,-1.65881075226686,2.53650340153905,0.111240887908285,0.224632007586409,"622402","Akr1c12","aldo-keto reductase family 1, member C12"
0.869258151210615,2.26288968450501,2.53637434919702,0.111249982496762,0.224632007586409,"213211","Rnf26","ring finger protein 26"
1.03825533379213,1.87599401719586,2.53580479204465,0.111290130156251,0.224670732599592,"71147","Oxsm","3-oxoacyl-ACP synthase, mitochondrial"
-0.897387306056754,1.57403604633596,2.53551514832205,0.111310553042264,0.224670732599592,"231570",NA,NA
1.03597566326564,-0.403673417414375,2.53549733172926,0.111311809431461,0.224670732599592,"382018","Unc13a","unc-13 homolog A"
0.99202021173083,0.942186911291312,2.53486695516727,0.111356272326398,0.224731774721798,"100861649",NA,NA
-1.25030605230435,-1.10994467602919,2.53461881263166,0.111373780139513,0.224738409260069,"76713","Slc6a21","solute carrier family 6 member 21"
-0.773051891739005,8.17062200377527,2.53386206345652,0.111427191642688,0.224817482027454,"12331","Cap1","cyclase associated actin cytoskeleton regulatory protein 1"
-0.910372315897327,5.13873276901584,2.53332350152843,0.111465220618468,0.224859205785123,"237988","Cdr2l","cerebellar degeneration-related protein 2-like"
0.713297648994672,7.60434716446818,2.53316624754689,0.111476327342852,0.224859205785123,"11842","Arf3","ADP-ribosylation factor 3"
0.674433476159337,5.78152834433267,2.53266689671304,0.111511604173473,0.224901658034401,"30934","Tor1b","torsin family 1, member B"
0.698226627212145,4.35502679919116,2.53245270707575,0.111526739447681,0.224903482229317,"76233","Dnttip1","deoxynucleotidyltransferase, terminal, interacting protein 1"
-0.861943854310642,2.69926982862125,2.53194521956272,0.111562609044685,0.22490750122609,"109065","Dnaaf2","dynein, axonemal assembly factor 2"
-1.22674298918363,1.57167616893026,2.53186558684897,0.11156823869697,0.22490750122609,"60533","Cd274","CD274 antigen"
1.6508108098848,3.94723579150746,2.5318205098503,0.111571425563943,0.22490750122609,"16002","Igf2","insulin-like growth factor 2"
0.84051344246187,2.17267896068587,2.53122451461527,0.111613570833043,0.224963763989977,"77106","Tmem181a","transmembrane protein 181A"
-0.787138432674751,7.46685931532723,2.52954151387242,0.111732677365307,0.225169225697644,"13709","Elf1","E74 like ETS transcription factor 1"
-0.727915471421619,3.77290366695182,2.52938157079697,0.11174400386906,0.225169225697644,"52864","Slx4","SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)"
-0.757098692677046,7.11714996773052,2.52895014097879,0.111774562238925,0.22520208842733,"104215","Rhoq","ras homolog family member Q"
0.686555202098126,5.17846129310285,2.52765407012881,0.111866418870648,0.22533359383047,"80285","Parp9","poly (ADP-ribose) polymerase family, member 9"
0.72639282409879,3.61638368783261,2.5276268584067,0.111868348341804,0.22533359383047,"272027","Tstd2","thiosulfate sulfurtransferase (rhodanese)-like domain containing 2"
0.746801063489368,3.64684409882769,2.52712615469713,0.111903857720212,0.225360924203433,"76454","Fbxo31","F-box protein 31"
2.14863544552899,-2.04239897604499,2.5270334138551,0.111910436164803,0.225360924203433,"77059","4931408D14Rik","RIKEN cDNA 4931408D14 gene"
0.776359603954277,3.52559352453433,2.52580178735282,0.111997840289164,0.225508200780985,"272551","Gins2","GINS complex subunit 2"
0.719116632627802,7.55865500098887,2.52442908968853,0.112095344306706,0.225675773429704,"15531","Ndst1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1"
0.79842884371398,2.75508113505596,2.52385925004709,0.112135848007542,0.225728562210062,"193838","Eme2","essential meiotic structure-specific endonuclease subunit 2"
0.825435447236819,7.73258953444816,2.52307056353888,0.112191933741407,0.225812700057209,"18597","Pdha1","pyruvate dehydrogenase E1 alpha 1"
-1.22560953601421,1.03650789335736,2.52274232691858,0.112215284680567,0.225830938379177,"78373","Nudt17","nudix hydrolase 17"
-1.23901503582035,-1.21445638475776,2.52250298304533,0.112232315113405,0.225836453788165,"15242","Hhex","hematopoietically expressed homeobox"
0.878057332177559,1.63138134313312,2.52205424398646,0.112264252661395,0.22587196041511,"73610","Zfp433","zinc finger protein 433"
-0.718594208960287,3.89857420169522,2.5215784819191,0.112298124415371,0.225911349065749,"19726","Rfx3","regulatory factor X, 3 (influences HLA class II expression)"
0.750357136233451,3.54865784128731,2.52089439603591,0.112346847455063,0.225980600379256,"212728","Tarbp1","TAR RNA binding protein 1"
0.660074497238746,6.09312486032545,2.52069208010985,0.112361261578213,0.225980832016045,"667977","H2-T26","histocompatibility 2, T region locus 26"
0.733550384999118,4.28274987646572,2.51986616888349,0.112420125265432,0.226070449127737,"74552","Nipal3","NIPA-like domain containing 3"
0.666369257318811,4.46956550501523,2.519495598018,0.112446547334081,0.226088912919699,"69010","Anapc13","anaphase promoting complex subunit 13"
-0.730962946442357,8.30213541009042,2.51932285283354,0.112458866573509,0.226088912919699,"16784","Lamp2","lysosomal-associated membrane protein 2"
0.820789028761168,2.12061462459544,2.51913556865071,0.112472224334009,0.226088912919699,"100504715","Tmppe","transmembrane protein with metallophosphoesterase domain"
0.676477308672063,4.67360774938936,2.51825789279165,0.112534846522584,0.226163367314867,"140499","Ube2j2","ubiquitin-conjugating enzyme E2J 2"
0.658435406215123,4.95290721147947,2.51821533334918,0.112537884115674,0.226163367314867,"67556","Pigm","phosphatidylinositol glycan anchor biosynthesis, class M"
0.754907020516184,3.19393113036811,2.51794196850611,0.112557397124887,0.226173821253873,"382073","Cenatac","centrosomal AT-AC splicing factor"
0.754401640023633,3.51119479538702,2.51700833569142,0.112624068713377,0.226279021350904,"72151","Rfc5","replication factor C (activator 1) 5"
-0.680673310674123,4.54505869167622,2.51646963458954,0.112662557650449,0.22632757863324,"242474","Tmem245","transmembrane protein 245"
-0.686806053384828,6.56566803194927,2.51607694808382,0.112690623315525,0.226355186944401,"224619","Traf7","TNF receptor-associated factor 7"
0.775085697705754,3.86449399270601,2.51493805524295,0.112772064601026,0.226489987159056,"15356","Hmgcl","3-hydroxy-3-methylglutaryl-Coenzyme A lyase"
2.94008101449695,-1.47453972286554,2.5135534984674,0.112871160448604,0.226650613388292,"100123473","Trdc","T cell receptor delta, constant region"
0.852602194687762,3.26609953658637,2.51341993435888,0.112880725005014,0.226650613388292,"20873","Plk4","polo like kinase 4"
1.14840076261286,-1.33937144906937,2.51294878547879,0.112914471215213,0.226689571022006,"633395","Gm10548","ribosomal protein L29 pseudogene"
-0.767460372161121,3.04927966537575,2.51170078212367,0.113003913636662,0.226840321492926,"66526","Tceanc2","transcription elongation factor A (SII) N-terminal and central domain containing 2"
0.751633011083188,4.49019948545832,2.5111226225695,0.113045375870556,0.226894732062263,"69900","Mfsd11","major facilitator superfamily domain containing 11"
-0.909562153912342,3.4859612123099,2.51090465302307,0.113061011726755,0.226897298962492,"17537","Meis3","Meis homeobox 3"
0.6877374481333,5.24218295605521,2.50920607664543,0.113182939299409,0.227113150417452,"503610","Zdhhc18","zinc finger, DHHC domain containing 18"
0.790279492289571,7.18683675949342,2.50854172397389,0.113230667415678,0.2271800771661,"338366","Mia3","MIA SH3 domain ER export factor 3"
0.917046060243685,1.80011555059839,2.50820008375506,0.113255220008415,0.227200494670347,"319859","E030011O05Rik","RIKEN cDNA E030011O05 gene"
0.964583705198455,5.98325653664545,2.50782092403947,0.113282475876548,0.227220341808084,"71960","Myh14","myosin, heavy polypeptide 14"
-0.907336035161514,1.36118451762311,2.50751620767415,0.113304385628857,0.227220341808084,"100043761","Gm14399","predicted gene 14399"
1.22855080898274,5.75701218926825,2.50746253042276,0.113308245620698,0.227220341808084,"15953","Ifi47","interferon gamma inducible protein 47"
0.759168989255257,4.98079443166249,2.50725760549475,0.113322983336724,0.227221064279827,"228026","Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1"
-1.34180150926286,-0.605038063696179,2.50625212773656,0.113395325536063,0.227337273217295,"74492","Kbtbd13","kelch repeat and BTB (POZ) domain containing 13"
-1.12703380017738,1.4264396467271,2.50577446265037,0.113429710455304,0.227377364793965,"75668","Rasl10a","RAS-like, family 10, member A"
0.760052015629253,6.54055766850969,2.50542231042517,0.113455067637852,0.227399351800711,"66087","Emc3","ER membrane protein complex subunit 3"
-0.909101579617818,2.27479405851539,2.50473536932916,0.113504549713812,0.22746968091264,"77422","C330018D20Rik","RIKEN cDNA C330018D20 gene"
-0.750526538301772,6.85729010074361,2.50411234152731,0.113549448525861,0.227520106420594,"11987","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
0.981074509572165,-0.393464125388452,2.50372064593673,0.113577686287722,0.227520106420594,"216119","Ybey","ybeY metallopeptidase"
0.709646045666503,3.93150607634673,2.50368577323133,0.113580200674241,0.227520106420594,"66296","Haus2","HAUS augmin-like complex, subunit 2"
0.900593959897525,10.2481020378239,2.50358735883183,0.113587296865255,0.227520106420594,"100628626",NA,NA
0.919561295046371,0.5545318409535,2.50274650973869,0.113647946394343,0.227612741707792,"66925","Sdhd","succinate dehydrogenase complex, subunit D, integral membrane protein"
0.919604437066512,1.88764809271052,2.50166957157109,0.113725676913223,0.227739558785679,"70235","Poc1a","POC1 centriolar protein A"
0.823436468125376,2.5130790637514,2.49962774762286,0.113873211249147,0.228006110551313,"66506","Psmg3","proteasome (prosome, macropain) assembly chaperone 3"
-2.27300365974975,0.23775706374605,2.49942718261016,0.113887714681453,0.228006263342499,"12661","Chl1","cell adhesion molecule L1-like"
0.704997123071221,3.97443930380067,2.49889161973964,0.113926452751683,0.228013486196526,"216151","Polrmt","polymerase (RNA) mitochondrial (DNA directed)"
0.752431545685408,3.37037206208577,2.4988363640515,0.113930450305573,0.228013486196526,"217057","Ptrh2","peptidyl-tRNA hydrolase 2"
-0.718289631903826,4.06740537374357,2.49877893588467,0.113934605194506,0.228013486196526,"50996","Pdcd7","programmed cell death 7"
0.779909081446813,8.1115701273533,2.49698408739291,0.114064545504425,0.228239926098996,"117198","Ivns1abp","influenza virus NS1A binding protein"
-0.996673382258184,2.55749338461059,2.49681717934532,0.114076637323207,0.228239926098996,"74761","Mxra8","matrix-remodelling associated 8"
0.879512098792879,1.75200483226774,2.49499239380143,0.114208927953894,0.228403563677906,"232946","Bloc1s3","biogenesis of lysosomal organelles complex-1, subunit 3"
0.758222528853843,2.98832544060985,2.49494202252252,0.114212582095531,0.228403563677906,"225745","Haus1","HAUS augmin-like complex, subunit 1"
-0.9522175360624,1.52814217672633,2.49493858030044,0.114212831813315,0.228403563677906,"546336","Prrg1","proline rich Gla (G-carboxyglutamic acid) 1"
1.07912633841236,0.691207997733341,2.49489168245311,0.114216234101904,0.228403563677906,"245527","Eda2r","ectodysplasin A2 receptor"
1.84196687495632,5.49086123737468,2.49238765611204,0.114398055586933,0.228718738438459,"56753","Tacstd2","tumor-associated calcium signal transducer 2"
-1.16870433307339,-1.16036216777568,2.4923225702049,0.114402785836245,0.228718738438459,"16678","Krt1","keratin 1"
-0.882131973614993,1.43502243676303,2.49180093716067,0.114440704360754,0.228765607351044,"234912","Cfap300","cilia and flagella associated protein 300"
-0.773107865613995,6.24106932613608,2.49092953282241,0.114504079365441,0.228863345174077,"20969","Sdc1","syndecan 1"
